load_case_id,node_id,x_m,ux_mm,uy_mm,uz_mm,translation_mm
LC-STR-01,209,-16.0,-0.07116363770001059,0.0008890949487132438,0.0011304645532543298,0.07117816919977894
LC-STR-01,210,-16.0,-0.07115256825391815,-0.0007681292792685508,0.0006685482081569528,0.0711598548932246
LC-STR-01,211,-16.0,-0.07116841897428826,-0.0034680981396971746,-0.0002059114251780148,0.07125316809462875
LC-STR-01,212,-16.0,-0.0711636377000201,-0.0008890949487218264,-0.0011304645532560899,0.07117816919978859
LC-STR-01,213,-16.0,-0.07115256825392664,0.0007681292792582411,-0.0006685482081583799,0.07115985489323298
LC-STR-01,214,-16.0,-0.07116841897428718,0.0034680981396849387,0.00020591142517525546,0.07125316809462708
LC-STR-01,215,21.4,-0.6706126101500666,-0.01816602653715805,0.012581047228871335,0.6709765719917565
LC-STR-01,216,21.4,-0.6706127304501249,-0.021741554048881444,-0.003949279974700696,0.670976695740285
LC-STR-01,217,21.4,-0.6706126095518175,-0.012581047758335682,-0.01816602822735701,0.67097657144952
LC-STR-01,218,21.4,-0.6706127309902725,0.003949278610728664,-0.02174155374371835,0.6709766962622232
LC-STR-01,219,21.4,-0.6706126101500764,0.01816602653679403,-0.012581047229266182,0.6709765719917641
LC-STR-01,220,21.4,-0.6706127304501404,0.021741554048518234,0.003949279974306249,0.6709766957402862
LC-STR-01,221,21.4,-0.6706126095518291,0.012581047757972452,0.018166028226962522,0.6709765714495144
LC-STR-01,222,21.4,-0.670612730990273,-0.003949278611091515,0.02174155374332293,0.670976696262213
LC-STR-02,1,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,2,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,3,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,4,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,5,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,6,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,7,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,8,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,9,-18.5,0.018849527034514934,0.0458844327799734,-0.048998126646394385,0.06972447386550085
LC-STR-02,10,-18.5,0.01922047131183484,0.05960926737321148,-0.034420928441980636,0.07146671665207541
LC-STR-02,11,-18.5,0.015161818096644228,0.05103365934677015,-0.03610461233649797,0.06432618554124525
LC-STR-02,12,-18.5,0.016461851371702363,0.015684216320632525,0.031127395743356944,0.03854739884791152
LC-STR-02,13,-18.5,0.018849527034517935,-0.0458844327799854,0.04899812664642188,0.06972447386552888
LC-STR-02,14,-18.5,0.019220471311843235,-0.05960926737322387,0.03442092844200811,0.07146671665210122
LC-STR-02,15,-18.5,0.015161818096653136,-0.05103365934678261,0.03610461233652554,0.06432618554127272
LC-STR-02,16,-18.5,0.01646185137170652,-0.015684216320644925,-0.03112739574332941,0.03854739884789611
LC-STR-02,17,-16.0,0.04306347991829559,-0.0027326565824922207,0.05615311571740142,0.07081739277496144
LC-STR-02,18,-16.0,0.04386542435762471,-0.042023100243925623,0.03970415157053384,0.07257090367441653
LC-STR-02,19,-16.0,0.031480508479534666,-0.05728304336395519,0.002341315521841035,0.06540528441601365
LC-STR-02,20,-16.0,0.039768936858662944,-0.040100510597395715,-0.03860195544513223,0.06840855394779324
LC-STR-02,21,-16.0,0.04306347991829883,0.0027326565825056695,-0.056153115717334265,0.07081739277491067
LC-STR-02,22,-16.0,0.043865424357639154,0.04202310024393834,-0.03970415157046697,0.07257090367439603
LC-STR-02,23,-16.0,0.031480508479551826,0.05728304336396806,-0.0023413155217734886,0.06540528441603077
LC-STR-02,24,-16.0,0.03976893685867274,0.04010051059740838,0.03860195544519989,0.06840855394784456
LC-STR-02,25,-13.5,0.036401111443896676,-0.05555603607476602,0.11917262366190619,0.13643177155323466
LC-STR-02,26,-13.5,0.03590305560656796,-0.11620183259915041,0.08550125833860654,0.14866862641046502
LC-STR-02,27,-13.5,0.03177202158866907,-0.12484480593254123,0.0461942753842839,0.13685612153807294
LC-STR-02,28,-13.5,0.03396463407692684,-0.0669237347503999,-0.07585683425295203,0.10670820935523778
LC-STR-02,29,-13.5,0.03640111144390252,0.05555603607477983,-0.11917262366177828,0.13643177155313013
LC-STR-02,30,-13.5,0.035903055606588866,0.11620183259916457,-0.08550125833847821,0.14866862641040735
LC-STR-02,31,-13.5,0.03177202158869272,0.12484480593255524,-0.04619427538415571,0.13685612153804794
LC-STR-02,32,-13.5,0.03396463407693941,0.0669237347504141,0.07585683425307962,0.10670820935534141
LC-STR-02,33,-11.0,0.034380069987052474,-0.01669006429276416,0.11256024004605976,0.11887117017022178
LC-STR-02,34,-11.0,0.0335388126500639,-0.08930661498600778,0.08439795392137732,0.1273716532841984
LC-STR-02,35,-11.0,0.03395392253362213,-0.11710175578573756,0.020292305050309392,0.12360205381698375
LC-STR-02,36,-11.0,0.03497986791646432,-0.08114337484350558,-0.07013548708920386,0.11281323056134339
LC-STR-02,37,-11.0,0.034380069987058205,0.01669006429280375,-0.11256024004586405,0.11887117017004367
LC-STR-02,38,-11.0,0.03353881265008898,0.08930661498604811,-0.08439795392118128,0.12737165328410335
LC-STR-02,39,-11.0,0.033953922533651815,0.11710175578577764,-0.02029230505011393,0.12360205381699776
LC-STR-02,40,-11.0,0.034979867916481264,0.08114337484354553,0.07013548708939951,0.11281323056149903
LC-STR-02,41,-8.5,0.03384449409616311,-0.009113564162625307,0.11412696319025002,0.11938789955183982
LC-STR-02,42,-8.5,0.033955583406891754,-0.08542166057436279,0.08218346203539427,0.12330435179630574
LC-STR-02,43,-8.5,0.03444538555448309,-0.11562495310875708,0.00827577105125622,0.12093015651148424
LC-STR-02,44,-8.5,0.03438162491218866,-0.07951441800908154,-0.07778497307836929,0.11642654697159072
