load_case_id,node_id,x_m,ux_mm,uy_mm,uz_mm,translation_mm
LC-STR-01,51,-6.0,-0.21022812497941243,-0.0008147644624388494,0.005052929564391495,0.21029041935064804
LC-STR-01,52,-6.0,-0.20992493937552775,-0.0002818905487487834,0.0029064689896104766,0.20994524809122983
LC-STR-01,53,-6.0,-0.20993197364998648,0.0039741465547802465,0.0007329791356398598,0.20997086621679392
LC-STR-01,54,-6.0,-0.210310802931031,0.002414178314044634,-0.00033721179754473226,0.2103249290935893
LC-STR-01,55,-6.0,-0.21022812497943358,0.0008147644623214756,-0.005052929564518816,0.2102904193506718
LC-STR-01,56,-6.0,-0.20992493937553047,0.0002818905486313514,-0.0029064689897374315,0.20994524809123413
LC-STR-01,57,-3.5,-0.24685556207709805,-0.0010226136242732638,0.06527961584894067,0.25534318575675724
LC-STR-01,58,-3.5,-0.24681220611198593,-0.04660242064280831,0.04701088065627322,0.2555348774545522
LC-STR-01,59,-3.5,-0.24663012436170553,-0.06564398117117223,0.0024576814815505986,0.2552285068422732
LC-STR-01,60,-3.5,-0.24670253990506175,-0.04658275517954775,-0.04495784444365565,0.255055492104652
LC-STR-01,61,-3.5,-0.2468555620771171,0.001022613624128188,-0.0652796158491036,0.25534318575681664
LC-STR-01,62,-3.5,-0.24681220611201554,0.04660242064266349,-0.04701088065643628,0.2555348774545844
LC-STR-01,63,-3.5,-0.2466301243617283,0.06564398117102763,-0.0024576814817136947,0.2552285068422596
LC-STR-01,64,-3.5,-0.24670253990506452,0.046582755179403204,0.04495784444349254,0.25505549210459955
LC-STR-01,65,-2.5,-0.2615904715634753,-0.000301136361815347,0.05700129389255616,0.26772899170865927
LC-STR-01,66,-2.5,-0.26154222625860557,-0.04027386580930933,0.04108438764169786,0.2677951592008847
LC-STR-01,67,-2.5,-0.26134468292404195,-0.057115690412238934,0.0017291997427905637,0.26751866386419704
LC-STR-01,68,-2.5,-0.2614101858586196,-0.04066305162477904,-0.03937254225498744,0.2674676917343443
LC-STR-01,69,-2.5,-0.26159047156349446,0.0003011363616587284,-0.057001293892732396,0.2677289917087154
LC-STR-01,70,-2.5,-0.26154222625863627,0.040273865809153285,-0.041084387641873894,0.26779515920091823
LC-STR-01,71,-2.5,-0.2613446829240657,0.05711569041208278,-0.0017291997429670037,0.267518663864188
LC-STR-01,72,-2.5,-0.26141018585862263,0.04066305162462306,0.03937254225481086,0.26746769173429763
LC-STR-01,73,-1.0,-0.28362841482475215,-5.850912605596009e-05,0.07926924688967951,0.2944973592781037
LC-STR-01,74,-1.0,-0.2835665098762614,-0.05592005505499972,0.05661608596127523,0.2945206262222267
LC-STR-01,75,-1.0,-0.2834132746716494,-0.07935452193483672,0.0011962482894516827,0.2943155711503968
LC-STR-01,76,-1.0,-0.2834825871018083,-0.05637909337989256,-0.05541431020363509,0.2942987005333487
LC-STR-01,77,-1.0,-0.28362841482477164,5.850912588358056e-05,-0.07926924688987758,0.29449735927817566
LC-STR-01,78,-1.0,-0.2835665098762932,0.05592005505482795,-0.05661608596147301,0.2945206262222627
LC-STR-01,79,-1.0,-0.2834132746716745,0.07935452193466459,-0.0011962482896499466,0.2943155711503754
LC-STR-01,80,-1.0,-0.28348258710181173,0.05637909337972005,0.055414310203437143,0.29429870053328167
LC-STR-01,81,1.5,-0.32025928460736275,0.0005092201499806608,0.013884553378630874,0.3205605239341004
LC-STR-01,82,1.5,-0.32020296203008286,-0.00935539188256066,0.010388055232371126,0.32050799044895245
LC-STR-01,83,1.5,-0.3201011344600177,-0.013873606442857369,0.0009036240285146195,0.32040291786234804
LC-STR-01,84,1.5,-0.3201589734985239,-0.0102572615966511,-0.009254042085763088,0.32045688793036686
LC-STR-01,85,1.5,-0.3202592846073817,-0.0005092201501840291,-0.01388455337886991,0.32056052393413004
LC-STR-01,86,1.5,-0.3202029620301163,0.009355391882352224,-0.010388055232613984,0.3205079904489876
LC-STR-01,87,1.5,-0.3201011344600446,0.01387360644265194,-0.0009036240287541271,0.3204029178623667
LC-STR-01,88,1.5,-0.3201589734985291,0.010257261596446358,0.009254042085524921,0.3204568879303587
LC-STR-01,89,2.5,-0.3349665209394379,0.0006567503503144517,0.022295986133556052,0.3357083741418454
LC-STR-01,90,2.5,-0.33491967988784066,-0.015239144978940336,0.01631591350553986,0.33566297464776046
LC-STR-01,91,2.5,-0.33483923530513365,-0.02228202654830895,0.0007778260200398409,0.33558070150135816
LC-STR-01,92,2.5,-0.3348863104329332,-0.016252897170383297,-0.015225849503655938,0.3356260181733859
LC-STR-01,93,2.5,-0.33496652093945656,-0.0006567503505263432,-0.02229598613380568,0.33570837414188104
LC-STR-01,94,2.5,-0.3349196798878742,0.01523914497872327,-0.016315913505791882,0.3356629746477963
LC-STR-01,95,2.5,-0.3348392353051613,0.022282026548092002,-0.0007778260202897457,0.3355807015013719
LC-STR-01,96,2.5,-0.33488631043293876,0.016252897170164277,0.015225849503409447,0.3356260181733696
LC-STR-01,97,4.0,-0.35699751142181557,0.0006217155025949485,7.530910437672298e-05,0.3569980607272212
LC-STR-01,98,4.0,-0.35696047222271315,0.0004301168080813458,0.0004751901387723181,0.35696104764469605
LC-STR-01,99,4.0,-0.3569068441830693,-2.762030877523508e-05,0.0005331554388788984,0.35690724347135516
LC-STR-01,100,4.0,-0.3569429656696672,-0.00042315263167689627,0.00032334612810797645,0.35694336294701645
LC-STR-01,101,4.0,-0.3569975114218352,-0.0006217155028171411,-7.530910464584061e-05,0.3569980607272413
LC-STR-01,102,4.0,-0.3569604722227481,-0.0004301168083184928,-0.00047519013904714506,0.35696104764473163
LC-STR-01,103,4.0,-0.3569068441830986,2.7620308538036618e-05,-0.0005331554391516174,0.35690724347138475
LC-STR-01,104,4.0,-0.35694296566967365,0.00042315263143379175,-0.00032334612836911337,0.3569433629470228
LC-STR-01,105,6.5,-0.39361750055635153,0.0005854024807515128,0.0654748474769057,0.3990263588942689
LC-STR-01,106,6.5,-0.3936036153864615,-0.0459008712658101,0.04661159783385998,0.3990029286620331
LC-STR-01,107,6.5,-0.39357532293321623,-0.06545177074103184,0.00036187616821900195,0.39898070137474456
LC-STR-01,108,6.5,-0.3935884913980906,-0.046639904483063196,-0.04600587176527794,0.3990034103715121
LC-STR-01,109,6.5,-0.3936175005563715,-0.0005854024810137546,-0.06547484747721954,0.3990263588943405
LC-STR-01,110,6.5,-0.3936036153864975,0.04590087126554749,-0.0466115978341739,0.3990029286620751
LC-STR-01,111,6.5,-0.39357532293324665,0.06545177074076894,-0.0003618761685337777,0.39898070137473185
LC-STR-01,112,6.5,-0.3935884913980985,0.04663990448279978,0.046005871764964526,0.3990034103714529
LC-STR-01,113,9.0,-0.43024527256303713,0.0005558640886194894,5.015470298060603e-05,0.430245634566141
LC-STR-01,114,9.0,-0.43023647339708015,0.00035843820609623447,0.0003417540917968548,0.4302367584423294
LC-STR-01,115,9.0,-0.430227857986378,-1.3904206020010706e-05,0.0003478289772054564,0.4302279988167569
LC-STR-01,116,9.0,-0.4302363574818044,-0.00034219966184103885,0.00023493739384095435,0.4302365577160995
LC-STR-01,117,9.0,-0.4302452725630567,-0.0005558640889134868,-5.0154703342123036e-05,0.430245634566161
LC-STR-01,118,9.0,-0.43023647339711646,-0.0003584382063888952,-0.0003417540921578046,0.4302367584423662
LC-STR-01,119,9.0,-0.43022785798640967,1.3904205727064071e-05,-0.00034782897756717093,0.4302279988167888
LC-STR-01,120,9.0,-0.4302363574818136,0.00034219966154827044,-0.0002349373942029719,0.43023655771610864
LC-STR-01,121,11.5,-0.4668884444220531,0.0005795122290799534,0.06555664115954857,0.47146879914729245
LC-STR-01,122,11.5,-0.46688852859011365,-0.045957227580481715,0.046692838819618714,0.4714628151752378
LC-STR-01,123,11.5,-0.4668870648088903,-0.06553822375941952,0.0004177119387342808,0.47146470126899687
LC-STR-01,124,11.5,-0.46688690389990933,-0.046710236246073636,-0.04603581905722053,0.4714705970043904
LC-STR-01,125,11.5,-0.4668884444220725,-0.0005795122294026758,-0.06555664115995792,0.47146879914736906
LC-STR-01,126,11.5,-0.4668885285901503,0.045957227580159445,-0.0466928388200278,0.4714628151752832
LC-STR-01,127,11.5,-0.46688706480892217,0.06553822375909732,-0.000417711939143142,0.471464701268984
LC-STR-01,128,11.5,-0.46688690389991855,0.04671023624575183,0.04603581905681075,0.47147059700432764
LC-STR-01,129,14.0,-0.5036193315421991,0.005042420646182317,0.0011843472572620752,0.5036459667141296
LC-STR-01,130,14.0,-0.5036200964655702,0.00272461766752106,0.004361747798532983,0.5036463540514141
LC-STR-01,131,14.0,-0.5036236568475327,-0.0011709951544155053,0.004947125390511342,0.503649315512056
LC-STR-01,132,14.0,-0.5036228818663878,-0.004367395121071305,0.0026735645938369672,0.5036489146490705
LC-STR-01,133,14.0,-0.5036193315422183,-0.00504242064653518,-0.0011843472577189225,0.5036459667141534
LC-STR-01,134,14.0,-0.5036200964656066,-0.0027246176678739136,-0.004361747798989844,0.5036463540514564
LC-STR-01,135,14.0,-0.5036236568475652,0.0011709951540626864,-0.0049471253909679274,0.503649315512092
LC-STR-01,136,14.0,-0.5036228818663974,0.004367395120718592,-0.002673564594293815,0.5036489146490793
LC-STR-01,137,15.0,-0.5081322750713564,0.0007726765010201033,0.0013465108243467016,0.5081346466140327
LC-STR-01,138,15.0,-0.5081336645798282,-0.00040859134968222033,0.001464368623712685,0.5081359388998996
LC-STR-01,139,15.0,-0.5081375446284458,-0.001335258623537383,0.0006939231694504959,0.5081397728046709
LC-STR-01,140,15.0,-0.5081361481250801,-0.001468968338667344,-0.000450665326451957,0.508138471283773
LC-STR-01,141,15.0,-0.5081322750713756,-0.0007726765013838708,-0.0013465108248220123,0.5081346466140538
LC-STR-01,142,15.0,-0.508133664579865,0.00040859134931818346,-0.0014643686241881714,0.5081359388999375
LC-STR-01,143,15.0,-0.5081375446284783,0.001335258623173404,-0.000693923169925882,0.508139772804703
LC-STR-01,144,15.0,-0.5081361481250898,0.0014689683383032825,0.0004506653259769092,0.5081384712837812
LC-STR-01,145,16.5,-0.5149403365844976,-0.00023328930365348175,-0.005539010633433988,0.5149701790438472
LC-STR-01,146,16.5,-0.5149418647968701,0.0037488287756811288,-0.004106921940470156,0.5149718872380245
LC-STR-01,147,16.5,-0.5149460793617611,0.0055464374245482425,-0.0002911774595717155,0.5149760309009211
LC-STR-01,148,16.5,-0.5149445424189846,0.004102530137868836,0.003718909926254311,0.5149743127687721
LC-STR-01,149,16.5,-0.5149403365845165,0.0002332893032728689,0.0055390106329304255,0.5149701790438606
LC-STR-01,150,16.5,-0.514941864796907,-0.00374882877606239,0.004106921939966341,0.51497188723806
LC-STR-01,151,16.5,-0.5149460793617938,-0.00554643742492929,0.0002911774590684598,0.5149760309009577
LC-STR-01,152,16.5,-0.5149445424189941,-0.0041025301382499905,-0.0037189099267576245,0.5149743127687882
LC-STR-01,153,19.0,-0.5262842424348726,0.0014909460513824423,0.014575846638742672,0.5264881594685793
LC-STR-01,154,19.0,-0.5262860497286261,-0.009253756792654355,0.011349846214258148,0.5264897502922795
LC-STR-01,155,19.0,-0.5262900417846642,-0.014572583198528576,0.001465713575518006,0.5264937953851565
LC-STR-01,156,19.0,-0.5262882117412578,-0.011351846061734876,-0.009266654711219851,0.5264921814389624
LC-STR-01,157,19.0,-0.5262842424348922,-0.001490946051792617,-0.014575846639294683,0.5264881594686153
LC-STR-01,158,19.0,-0.5262860497286634,0.009253756792244107,-0.011349846214810165,0.5264897502923215
LC-STR-01,159,19.0,-0.5262900417846968,0.014572583198118416,-0.0014657135760698689,0.5264937953851794
LC-STR-01,160,19.0,-0.5262882117412667,0.011351846061324757,0.00926665471066787,0.5264921814389528
LC-STR-01,161,21.0,-0.535449849744838,0.03196473766340722,0.014499643092297659,0.5365990362416466
LC-STR-01,162,21.0,-0.5354516634037981,0.012349106857160076,0.03285352684407347,0.5366007254077821
LC-STR-01,163,21.0,-0.5354555789909874,-0.014499419686068944,0.031961107372199586,0.5366045309427266
LC-STR-01,164,21.0,-0.5354537259695621,-0.03285410702778794,0.012347659098349307,0.5366027857628856
LC-STR-01,165,21.0,-0.535449849744857,-0.03196473766384053,-0.014499643092887515,0.5365990362417074
LC-STR-01,166,21.0,-0.5354516634038352,-0.012349106857592917,-0.03285352684466333,0.5366007254078653
LC-STR-01,167,21.0,-0.5354555789910199,0.014499419685636025,-0.031961107372789864,0.5366045309427826
LC-STR-01,168,21.0,-0.535453725969571,0.032854107027354834,-0.012347659098939104,0.5366027857628815
LC-STR-01,169,-2.5,-0.26139830542153497,-0.0006448408030826567,0.3797884770688639,0.46105181618902485
LC-STR-01,170,-2.5,-0.2614142225060802,-0.019515397686810574,0.03387092050204397,0.2643208007913652
LC-STR-01,171,-2.5,-0.2611249020309839,-0.19019389399899447,0.32920504919797977,0.4612330172403489
LC-STR-01,172,-2.5,-0.2617646583033579,-0.03297827604960532,0.020062802575854275,0.2645955764465373
LC-STR-01,173,-2.5,-0.2601298993811095,-0.3288883304703074,0.19080159529704724,0.4606955038194648
LC-STR-01,174,-2.5,-0.2593941203603629,-0.3798940307349361,0.0012787480926866124,0.4600069776234352
LC-STR-01,175,-2.5,-0.2612855070585536,-0.033108638981423834,-0.01763821486078181,0.2639647794640846
LC-STR-01,176,-2.5,-0.25965765801345925,-0.32918791541256365,-0.18880083117197274,0.4598179388300673
LC-STR-01,177,-2.5,-0.2618559347774246,-0.018341923607728523,-0.031626081639273176,0.2643958505340894
LC-STR-01,178,-2.5,-0.26066378014115954,-0.18970657998342338,-0.32857880322219124,0.4603240409683305
LC-STR-01,179,-2.5,-0.26139830542089293,0.0006448408029251458,-0.37978847706904,0.4610518161888057
LC-STR-01,180,-2.5,-0.2614142225061072,0.019515397686652686,-0.03387092050221932,0.2643208007914027
LC-STR-01,181,-2.5,-0.26112490202970495,0.19019389399883757,-0.32920504919815574,0.4612330172396857
LC-STR-01,182,-2.5,-0.26176465830338574,0.032978276049449355,-0.020062802576030568,0.26459557644655884
LC-STR-01,183,-2.5,-0.26012989938004266,0.3288883304701505,-0.1908015952972232,0.46069550381882324
LC-STR-01,184,-2.5,-0.25939412035974835,0.37989403073477906,-0.0012787480928630566,0.4600069776229594
LC-STR-01,185,-2.5,-0.2612855070585624,0.0331086389812679,0.017638214860605374,0.263964779464062
LC-STR-01,186,-2.5,-0.25965765801300983,0.32918791541240683,0.1888008311717959,0.4598179388296286
LC-STR-01,187,-2.5,-0.26185593477742347,0.018341923607569557,0.03162608163909552,0.26439585053405606
LC-STR-01,188,-2.5,-0.2606637801410443,0.18970657998326615,0.3285788032220148,0.46032404096807455
LC-STR-01,189,2.5,-0.3341443627009037,0.0002608289918962853,0.14914708934628038,0.3659199057403456
LC-STR-01,190,2.5,-0.33525887785592495,-0.007295867775880328,0.01355610575212547,0.3356121464890387
LC-STR-01,191,2.5,-0.33407304331218685,-0.07426588320863321,0.1293920552866865,0.36587227778001646
LC-STR-01,192,2.5,-0.33475080339114427,-0.01233693853714733,0.007932006015768572,0.3350719581566325
LC-STR-01,193,2.5,-0.333832470185226,-0.1289127247447324,0.07504018258979066,0.36564140596244027
LC-STR-01,194,2.5,-0.333674407114737,-0.14913593745175965,0.0003762853865991624,0.36548636006515833
LC-STR-01,195,2.5,-0.33522077185670485,-0.01346284969875557,-0.00719543016257206,0.3355681576393098
LC-STR-01,196,2.5,-0.3337466169787692,-0.12936682967901766,-0.07420685280192281,0.36555333122369366
LC-STR-01,197,2.5,-0.3347722435167031,-0.007814996305269748,-0.012304677384885904,0.335089442212082
LC-STR-01,198,2.5,-0.33397544348844715,-0.07494970524426381,-0.1289183803822678,0.3657553881624905
LC-STR-01,199,2.5,-0.3341443627001043,-0.0002608289921066996,-0.14914708934652973,0.36591990573971744
LC-STR-01,200,2.5,-0.3352588778560399,0.007295867775668943,-0.013556105752379475,0.33561214648915916
LC-STR-01,201,2.5,-0.3340730432979876,0.07426588320841931,-0.12939205528693706,0.3658722777670965
LC-STR-01,202,2.5,-0.3347508033912544,0.012336938536929569,-0.00793200601601859,0.3350719581567404
LC-STR-01,203,2.5,-0.33383247016658735,0.12891272474451748,-0.07504018259004244,0.365641405945399
LC-STR-01,204,2.5,-0.33367440709953883,0.14913593745154527,-0.0003762853868485558,0.36548636005119584
LC-STR-01,205,2.5,-0.3352207718567716,0.013462849698536141,0.007195430162324275,0.33556815763936243
LC-STR-01,206,2.5,-0.33374661696750046,0.1293668296788023,0.07420685280167662,0.3655533312132792
LC-STR-01,207,2.5,-0.3347722435167683,0.00781499630506195,0.01230467738464343,0.33508944221213344
LC-STR-01,208,2.5,-0.33397544347985075,0.07494970524405034,0.12891838038201944,0.3657553881545097
LC-STR-01,209,-16.0,-0.06721463279829239,0.030778972464065333,0.03911441488483921,0.08363665141513202
LC-STR-01,210,-16.0,-0.06723077451143014,-0.06429422306132479,0.06290182025405136,0.11229587326228485
LC-STR-01,211,-16.0,-0.06952615389559015,-0.04300236205134062,-0.0232898246446726,0.0850029714156362
LC-STR-01,212,-16.0,-0.06721463279830972,-0.030778972464088283,-0.03911441488486652,0.08363665141516718
LC-STR-01,213,-16.0,-0.06723077451145372,0.0642942230613076,-0.06290182025408615,0.1122958732623086
LC-STR-01,214,-16.0,-0.06952615389559771,0.04300236205132234,0.023289824644642496,0.08500297141562489
LC-STR-01,215,21.4,-0.6963864209146154,-0.015640897846062072,0.005950347166269201,0.6965874615230294
LC-STR-01,216,21.4,-0.6963851265724196,-0.01526760172178964,-0.006852512971618048,0.6965861763684706
LC-STR-01,217,21.4,-0.696383247596557,-0.005950487016710739,-0.01564104576262441,0.6965842936367516
LC-STR-01,218,21.4,-0.696384705598682,0.006852209075103088,-0.015267428793280557,0.6965857487366001
LC-STR-01,219,21.4,-0.6963864209146239,0.01564089784562458,-0.00595034716686706,0.6965874615230333
LC-STR-01,220,21.4,-0.6963851265724345,0.015267601721352162,0.006852512971020239,0.6965861763684702
LC-STR-01,221,21.4,-0.6963832475965704,0.005950487016273071,0.015641045762026295,0.6965842936367479
LC-STR-01,222,21.4,-0.6963847055986856,-0.0068522090755409135,0.015267428792682823,0.6965857487365948
LC-STR-02,1,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,2,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,3,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,4,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,5,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,6,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,7,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,8,-21.0,0.0,0.0,0.0,0.0
LC-STR-02,9,-18.5,0.021804303449124453,0.016261272652723025,-0.039226144240709145,0.04773412855788421
LC-STR-02,10,-18.5,0.020273325695398976,0.04230544671695045,-0.019235026500695487,0.05070251276963416
LC-STR-02,11,-18.5,0.009765476100052206,0.029475009902753764,-0.03918873380586994,0.049998975884866445
LC-STR-02,12,-18.5,0.01849624784195097,-0.006743384800095442,0.04353117761806692,0.04777601749422743
LC-STR-02,13,-18.5,0.021804303449123933,-0.01626127265272457,0.039226144240710074,0.04773412855788527
LC-STR-02,14,-18.5,0.02027332569539943,-0.04230544671695245,0.019235026500696334,0.05070251276963634
LC-STR-02,15,-18.5,0.009765476100053279,-0.029475009902755714,0.03918873380587104,0.049998975884868666
LC-STR-02,16,-18.5,0.018496247841952102,0.006743384800093556,-0.043531177618065964,0.04777601749422672
LC-STR-02,17,-16.0,0.030244351576401814,-0.024781215452939757,-0.024171596604608006,0.04596841876786623
LC-STR-02,18,-16.0,0.02789578596321699,-0.00451345882159082,-0.01789743440637262,0.03344942964192694
LC-STR-02,19,-16.0,0.016583313328976515,0.014726614802435473,0.026828654420057243,0.0348088517836653
LC-STR-02,20,-16.0,0.025969074211196267,0.016303342344146796,0.02564152809614893,0.03997098635363736
LC-STR-02,21,-16.0,0.03024435157640072,0.024781215452936902,0.024171596604613075,0.04596841876786664
LC-STR-02,22,-16.0,0.02789578596321762,0.004513458821588658,0.017897434406377827,0.03344942964192996
LC-STR-02,23,-16.0,0.01658331332897847,-0.014726614802437862,-0.026828654420052517,0.0348088517836636
LC-STR-02,24,-16.0,0.025969074211198397,-0.016303342344149548,-0.02564152809614366,0.03997098635363648
LC-STR-02,25,-13.5,0.036869486344267864,-0.05681714646109583,-0.029986536905699846,0.07407252898928636
LC-STR-02,26,-13.5,0.033999313305336704,-0.016696142079837287,-0.0203778636613833,0.04301129843409153
LC-STR-02,27,-13.5,0.025315374942974058,0.02861470006642387,0.08055291920136416,0.08915403558031605
LC-STR-02,28,-13.5,0.0343728406778273,0.05392388070542572,0.02445087853851789,0.06846256311227063
LC-STR-02,29,-13.5,0.036869486344266414,0.056817146461091324,0.029986536905708225,0.07407252898928557
LC-STR-02,30,-13.5,0.03399931330533754,0.01669614207983312,0.02037786366139194,0.043011298434094666
LC-STR-02,31,-13.5,0.02531537494297676,-0.028614700066428196,-0.0805529192013557,0.08915403558031056
LC-STR-02,32,-13.5,0.03437284067783019,-0.05392388070542986,-0.02445087853850979,0.06846256311227243
LC-STR-02,33,-11.0,0.03385390488120579,-0.04973088241443464,-0.0347019528989072,0.0694512280411371
LC-STR-02,34,-11.0,0.031212717505871006,-0.0023272721469590114,-0.014596690238826544,0.03453568148561096
LC-STR-02,35,-11.0,0.03141308672950293,0.02876778189294739,0.0590887544197203,0.07284125336503676
LC-STR-02,36,-11.0,0.03405843776010375,0.03663527714667868,0.04019193121251652,0.0641678427942258
LC-STR-02,37,-11.0,0.03385390488120357,0.04973088241442905,0.034701952898921896,0.06945122804113936
LC-STR-02,38,-11.0,0.03121271750587186,0.002327272146953251,0.01459669023884114,0.03453568148561751
LC-STR-02,39,-11.0,0.03141308672950638,-0.028767781892953176,-0.05908875441970581,0.0728412533650288
LC-STR-02,40,-11.0,0.034058437760107745,-0.03663527714668463,-0.040191931212501676,0.06416784279422204
LC-STR-02,41,-8.5,0.03183811447285401,-0.03539220275314366,-0.03208526239194574,0.057408515149463615
LC-STR-02,42,-8.5,0.03230909026127315,0.010364811401168333,-0.012925553765044827,0.03630945564210442
LC-STR-02,43,-8.5,0.033692263221440616,0.03110015975880712,0.037001570497762856,0.058919476892680234
LC-STR-02,44,-8.5,0.03270218283042548,0.03293272277438214,0.03328252585949309,0.05711150075769949
LC-STR-02,45,-8.5,0.03183811447285119,0.03539220275313341,0.03208526239196558,0.057408515149466814
LC-STR-02,46,-8.5,0.0323090902612741,-0.010364811401178483,0.012925553765064705,0.03630945564211525
LC-STR-02,47,-8.5,0.03369226322144474,-0.03110015975881738,-0.03700157049774318,0.05891947689267565
LC-STR-02,48,-8.5,0.032702182830430374,-0.03293272277439252,-0.0332825258594732,0.057111500757696686
